7,LT1.Q4,Chili Pili,audio,LT1.T04.wav,,,,,,,1,1,No,No,,Low,Low,,,image,LT1.T04a.png,Running Race,1,image,LT1.T04b.png,Children,0,image,LT1.T04c.png,Marriage arrangements,0,image,LT1.T04d.png,A man selling vegatable,0,à_¸à_çà_µà_°à_çà__à_¿à_¸à_Åà_µà_Åà__à_Å,svardisuvudu,,LO1 - Vocabulary - Receptive Vocabulary,,
8,LT1.Q5,Chili Pili,audio,LT1.T05.wav,,,,,,,1,1,No,No,,Low,Low,,,image,LT1.T05a.png,Bathing,1,image,LT1.T05b.png,Nadasvaram,0,image,LT1.T05c.png,Women washing cloths,0,image,LT1.T05d.jpg,A man teing rope to a banana stem,0,à_¸à_çà_¨à_¨à_®à__à_Åà_µà_Åà__à_Å,snanamaduvudu,,LO1 - Vocabulary - Receptive Vocabulary,,
9,LT1.Q6,Chili Pili,audio,LT1.T06.wav,,,,,,,1,1,No,No,,Medium,Medium,,,image,LT1.T06a.png,Dress,1,image,LT1.T06b.png,Net,0,image,LT1.T06c.png,Leaf,0,image,LT1.T06d.jpg,Umbrella,0,à_µà_¸à_çà__à_çà_°,vastra,,LO1 - Vocabulary - Receptive Vocabulary,,
10,LT1.Q7,Chili Pili,audio,LT1.T07.wav,,,,,,,1,1,No,No,,Low,Medium,,,image,LT1.T07a.png,Potter,1,image,LT1.T07b.png,Construction work,0,image,LT1.T07c.png,Grocery shop,0,image,LT1.T07d.png,Nadasvaram,0,à_•à_Åà_‚à_¬à__à_°,kumbara,,LO1 - Vocabulary - Receptive Vocabulary,,
11,LT1.Q8,Chili Pili,audio,LT1.T08.wav,,,,,,,1,1,No,No,,Low,Medium,,,image,LT1.T08a.png,astonishment,1,image,LT1.T08b.png,Sad,0,image,LT1.T08c.png,Happy,0,image,LT1.T08d.png,Girl,0,à_…à__à_çà__à_°à_¿à_—à__à__à_¿à_¸à_Åà_µà_Åà__à_Å,accarigolisuvudu,,LO1 - Vocabulary - Receptive Vocabulary,,
12,LT1.Q9,Chili Pili,audio,LT1.T09.wav,,,,,,,1,1,No,No,,Low,Low,,,image,LT1.T09a.png,Mushtache,1,image,LT1.T09b.png,Women,0,image,LT1.T09c.png,Men without mushtache,0,image,LT1.T09d.png,smiling girl,0,à_®à_€à_¸à_†,meese,,LO1 - Vocabulary - Receptive Vocabulary,,
13,LT1.Q10,Chili Pili,audio,LT1.T10.wav,,,,,,,1,1,No,No,,High,Medium,,,image,LT1.T10a.jpg,Bitter guard,1,image,LT1.T10b.jpg,Fish,0,image,LT1.T10c.png,Onion,0,image,LT1.T10d.jpg,Chilly,0,à_•à__à_¿,kahi,,LO1 - Vocabulary - Receptive Vocabulary,,
14,LT1.Q11,Chili Pili,audio,LT1.T11.wav,,,,,,,1,1,No,No,,High,High,,,image,LT1.T11a.jpg,Coconut,1,image,LT1.T11b.jpg,Nadasvaram,0,image,LT1.T11c.jpg,Elephant sleeping,0,image,LT1.T11d.png,Clock,0,à_ªà_Œà_¸à_çà__à_¿à_•,povshtika,,LO1 - Vocabulary - Receptive Vocabulary,,
15,LT1.Q12,Chili Pili,audio,LT1.T012.wav,,,,,,,1,1,No,No,,Medium,Medium,,,image,LT1.T12a.jpg,Bull chashing people,1,image,LT1.T12b.jpg,Crow,0,image,LT1.T12c.jpg,Scorpion,0,image,LT1.T12d.jpg,Frog,0,à_‰à_—à_çà_°,ugra,,LO1 - Vocabulary - Receptive Vocabulary,,
16,LT1.Q13,Chili Pili,audio,LT1.T013.wav,,,,,,,1,1,No,No,,Medium,Low,,,image,LT1.T13a.jpg,Tailoring,1,image,LT1.T13b.jpg,Grandfather having coffee,0,image,LT1.T13c.jpg,2 boys playing,0,image,LT1.T13d.jpg,Basket making,0,à_’à__à_¿à_—à_† haaku,holige hAku,,LO1 - Vocabulary - Receptive Vocabulary,,
17,LT1.Q14,Chili Pili,audio,LT1.T014.wav,,,,,,,1,1,No,No,,Medium,Medium,,,image,LT1.T14a.jpg,Bus,1,image,LT1.T14b.jpg,Weigthing scale,0,image,LT1.T14c.jpg,Chappal,0,image,LT1.T14d.jpg,Dog,0,à_¸à__à_°à_¿à_—à_†,sArige,,LO1 - Vocabulary - Receptive Vocabulary,,
18,LT1.Q15,Chili Pili,audio,LT1.T015.wav,,,,,,,1,1,No,No,,High,Medium,,,image,LT1.T15a.jpg,Swimming,1,image,LT1.T15b.jpg,Children going to school,0,image,LT1.T15c.jpg,bull chashing people,0,image,LT1.T15d.jpg,Kite festival,0,à_…à_ªà_çà_ªà__à_¿à_¸à_Åà_µà_Åà__à_Å,appalisuvudu,,LO1 - Vocabulary - Receptive Vocabulary,,
19,LT1.Q16,Chili Pili,audio,LT1.T016.wav,,,,,,,1,1,No,No,,Medium,High,,,image,LT1.T16a.jpg,Weighting scale,1,image,LT1.T16b.jpg,Lamp,0,image,LT1.T16c.jpg,Clock,0,image,LT1.T16d.jpg,Lock and key,0,à_¸à_®à__à_‹à__à_¨,samatholana,,LO1 - Vocabulary - Receptive Vocabulary,,
20,LT1.Q17,Chili Pili,audio,LT1.T017.wav,,,,,,,1,1,No,No,,Medium,Medium,,,image,LT1.T17a.jpg,Drinking coconut,1,image,LT1.T17b.jpg,Girl reading,0,image,LT1.T17c.jpg,Men sleeping,0,image,LT1.T17d.jpg,Girl,0,à_—à_Åà_Ÿà_Åà_•à_Åà_µà_Åà__à_Å,gutukuvudu,,LO1 - Vocabulary - Receptive Vocabulary,,
21,LT1.Q18,Chili Pili,audio,LT1.T18.wav,,,,,,,1,1,No,No,,Medium,Low,,,image,LT1.T18a.jpg,Ox,1,image,LT1.T18b.jpg,Elephant,0,image,LT1.T18c.jpg,Rabbit,0,image,LT1.T18d.jpg,Crow,0,à_—à_‚à_¨à_Å,guunu,,LO1 - Vocabulary - Receptive Vocabulary,,
22,LT1.Q19,Chili Pili,audio,LT1.T19.wav,,,,,,,1,1,No,No,,Medium,Medium,,,image,LT1.T19a.jpg,Destruction of trees,1,image,LT1.T19b.jpg,Strike,0,image,LT1.T19c.jpg,Father speaking with child,0,image,LT1.T19d.jpg,Potter,0,à__à_çà_µà_‚à_¸,dvamsa,,LO1 - Vocabulary - Receptive Vocabulary,,
23,LT1.Q20,Chili Pili,audio,LT1.T20.wav,,,,,,,1,1,No,No,,High,High,,,image,LT1.T20a.jpg,Snake coming out of egg,1,image,LT1.T20b.jpg,Dog,0,image,LT1.T20c.jpg,Bug,0,image,LT1.T20d.jpg,Horse,0,à_‰à__à_çà_—à_®à_¿à_¸à_Åà_µà_Åà__à_Å,udgamisuvudu,,LO1 - Vocabulary - Receptive Vocabulary,,
24,LT5.P1,Akshara sound 1,audio,LT5.P1.wav,,,,,,,1,1,No,No,,,Medium,,,text,,à_…,1,text,,à_†,0,text,,à_‰,0,text,,à_…:,0,à_…,a,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
25,LT5.P2,Akshara sound 1,audio,LT5.P2.wav,,,,,,,1,1,No,No,,,Low,,,text,,à__,1,text,,à_°,0,text,,à_§,0,text,,à_¥,0,à__,la,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
26,LT5.Q1,Akshara sound 1,audio,LT5.T1.wav,,,,,,,1,1,No,No,,Low,Medium,,,text,,à_•,1,text,,à_•à_†,0,text,,à_–,0,text,,à_—,0,à_•,ka,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
27,LT5.Q2,Akshara sound 1,audio,LT5.T2.wav,,,,,,,1,1,No,No,,Low,Medium,,,text,,à_¯,1,text,,à_®,0,text,,à_ù,0,text,,à_¯à_Å,0,à_¯,ya,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
28,LT5.Q3,Akshara sound 1,audio,LT5.T3.wav,,,,,,,1,1,No,No,,Low,Low,,,text,,à_œ,1,text,,à_œà_Œ,0,text,,à_¬,0,text,,à_ù,0,à_œ,ja,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
29,LT5.Q4,Akshara sound 1,audio,LT5.T4.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_§à__,1,text,,à_§,0,text,,à__à__,0,text,,à_§à_‹,0,à_§à__,dho,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
30,LT5.Q5,Akshara sound 1,audio,LT5.T5.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_ˆ,1,text,,à_ê,0,text,,à_›,0,text,,à__à_ˆ,0,à__à_ˆ,chai,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
31,LT5.Q6,Akshara sound 1,audio,LT5.T6.wav,,,,,,,1,1,No,No,,High,High,,,text,,à_¸à_çà_µ,1,text,,à_¸à_ˆ,0,text,,à_¸,0,text,,à_¸à_çà_ªà__,0,à_¸à_çà_µ,sva,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
32,LT5.Q7,Akshara sound 1,audio,LT5.T7.wav,,,,,,,1,1,No,No,,High,High,,,text,,à_¸à_çà_¥,1,text,,à_¸à_çà_§,0,text,,à_¨à_çà_¥,0,text,,à_¸,0,à_¸à_çà_¥,stha,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
33,LT5.Q8,Akshara sound 1,audio,LT5.T8.wav,,,,,,,1,1,No,No,,Low,Low,,,text,,à_°,1,text,,à__,0,text,,à_¥,0,text,,à_…,0,à_°,ra,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
34,LT5.Q9,Akshara sound 1,audio,LT5.T9.wav,,,,,,,1,1,No,No,,Low,Low,,,text,,à_ª,1,text,,à_«,0,text,,à_µ,0,text,,à_¸,0,à_ª,pa,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
35,LT5.Q10,Akshara sound 1,audio,LT5.T10.wav,,,,,,,1,1,No,No,,Medium,Low,,,text,,à__à_¿,1,text,,à__à_¿,0,text,,à__à_¿,0,text,,à_œà_¿,0,à__à_¿,ti,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
36,LT5.Q11,Akshara sound 1,audio,LT5.T11.wav,,,,,,,1,1,No,No,,Medium,High,,,text,,à__à_çà_°,1,text,,à__à_çà__,0,text,,à_°à_çà__,0,text,,à_®à_çà_°,0,à__à_çà_°,tra,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
37,LT5.Q12,Akshara sound 1,audio,LT5.T12.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_‚,1,text,,à__à_‹,0,text,,à_°à_‚,0,text,,à_•à_Œ,0,à__à_‚,huu,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
38,LT5.Q13,Akshara sound 1,audio,LT5.T13.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_µà_‡,1,text,,à_µà_†,0,text,,à_·à_†,0,text,,à__,0,à_µà_‡,vee,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
39,LT5.Q14,Akshara sound 1,audio,LT5.T14.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_çà__à_Å,1,text,,à_§à_çà__à_Å,0,text,,à_§à_çà__à_Å,0,text,,à_•à_çà_•à_Å,0,à__à_çà__à_Å,ddu,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
40,LT5.Q15,Akshara sound 1,audio,LT5.T15.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_¸à_‹,1,text,,à_¸à__,0,text,,à_¨à__,0,text,,à__à_‹,0,à_¸à_‹,soo,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
41,LT5.Q16,Akshara sound 1,audio,LT5.T16.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_çà__à_†,1,text,,à__à_çà__à_¿,0,text,,à__à_çà__à_‡,0,text,,à__à_çà__,0,à__à_çà__à_†,dde,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
42,LT5.Q17,Akshara sound 1,audio,LT5.T17.wav,,,,,,,1,1,No,No,,Medium,Low,,,text,,à_—à_€,1,text,,à_—à_¿,0,text,,à_—à_‡,0,text,,à_µà_¿,0,à_—à_€,gii,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
43,LT5.Q18,Akshara sound 1,audio,LT5.T18.wav,,,,,,,1,1,No,No,,High,Medium,,,text,,à_ªà_çà_°à_¿,1,text,,à_«à_çà_°à_€,0,text,,à_ªà_çà_°à_Å,0,text,,à__à_çà__à_‹,0,à_ªà_çà_°à_¿,prii,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
44,LT5.Q19,Akshara sound 1,audio,LT5.T19.wav,,,,,,,1,1,No,No,,High,Medium,,,text,,à_—à_Œ,1,text,,à_˜à_Œ,0,text,,à_—à__,0,text,,à_™,0,à_—à_Œ,gau,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
45,LT5.Q20,Akshara sound 1,audio,LT5.T20.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_ªà_‡,1,text,,à_ªà_€,0,text,,à_«à_†,0,text,,à_®à__,0,à_ªà_‡,pee,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
46,LT5.Q21,Akshara sound 1,audio,LT5.T21.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_çà__à_‚,1,text,,à__à_çà__à_‹,0,text,,à__à_çà__à_‹,0,text,,à__à_çà__,0,à__à_çà__à_‚,dduu,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
47,LT5.Q22,Akshara sound 1,audio,LT5.T22.wav,,,,,,,1,1,No,No,,Medium,High,,,text,,à_—à_çà_°à_¿,1,text,,à_˜à_çà_°à_¿,0,text,,à_—à_çà_°,0,text,,à_¨à_ƒ,0,à_—à_çà_°à_¿,gri,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
48,LT5.Q23,Akshara sound 1,audio,LT5.T23.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_—à_çà_—à_¿,1,text,,à_—à_çà_—à_†,0,text,,à_—à_çà_¯à_¿,0,text,,à_”,0,à_—à_çà_—à_¿,ggi,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
49,LT5.Q24,Akshara sound 1,audio,LT5.T24.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_£à__,1,text,,à_¨à__,0,text,,à_£,0,text,,à_ˆ,0,à_£à__,Naa,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
50,LT5.Q25,Akshara sound 1,audio,LT5.T25.wav,,,,,,,1,1,No,No,,High,Medium,,,text,,à_§à_‹,1,text,,à__à_‹,0,text,,à_§à_‚,0,text,,à_§à__,0,à_§à_‹,dhoo,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
51,LT5.Q26,Akshara sound 1,audio,LT5.T26.wav,,,,,,,1,1,No,No,,High,Medium,,,text,,à_—à_çà_¯,1,text,,à_—,0,text,,à_—à_ˆ,0,text,,à__à_ˆ,0,à_—à_çà_¯,gya,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
52,LT5.Q27,Akshara sound 1,audio,LT5.T27.wav,,,,,,,1,1,No,No,,High,High,,,text,,à_¶à_çà_°à_€,1,text,,à_¶à_çà_°à_¿,0,text,,à_¶à_€,0,text,,à_˜à_çà_˜à_†,0,à_¶à_çà_°à_€,shrii,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
53,LT5.Q28,Akshara sound 1,audio,LT5.T28.wav,,,,,,,1,1,No,No,,High,Medium,,,text,,à__à_çà_•à__,1,text,,à_•à__,0,text,,à_Ÿà_çà_•à__,0,text,,à_¬à_Œ,0,à__à_çà_•à__,tkaa,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
54,LT5.P3,Akshara sound 2,audio,LT5.P3.wav,,,,,,,1,1,No,No,,,Low,,,text,,à_®,1,text,,à_¯,0,text,,à_®à_Å,0,text,,à_µ,0,à_®,ma,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
55,LT5.P4,Akshara sound 2,audio,LT5.P4.wav,,,,,,,1,1,No,No,,,Low,,,text,,à_›,1,text,,à_¬,0,text,,à__,0,text,,à_›,0,à_›,cha,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
56,LT5.Q29,Akshara sound 2,audio,LT5.T29.wav,,,,,,,1,1,No,No,,Low,Low,,,text,,à_µ,1,text,,à_ª,0,text,,à_¸,0,text,,à_µà__,0,à_µ,va,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
57,LT5.Q30,Akshara sound 2,audio,LT5.T30.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_¶à_Å,1,text,,à_¶,0,text,,à_¶à__,0,text,,à_¸à_‚,0,à_¶à_Å,shu,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
58,LT5.Q31,Akshara sound 2,audio,LT5.T31.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_¿,1,text,,à__,0,text,,à__à_€,0,text,,à_«à_ˆ,0,à__à_¿,bhi,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
59,LT5.Q32,Akshara sound 2,audio,LT5.T32.wav,,,,,,,1,1,No,No,,Medium,High,,,text,,à_¥à_çà_°à_¿,1,text,,à_¥,0,text,,thru,0,text,,à_¥à_çà_°à_†,0,à_¥à_çà_°à_¿,thri,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
60,LT5.Q33,Akshara sound 2,audio,LT5.T33.wav,,,,,,,1,1,No,No,,High,Medium,,,text,,à_µà_çà_¯,1,text,,à_µ,0,text,,à_¯,0,text,,à_µà_ˆ,0,à_µà_çà_¯,vya,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
61,LT5.Q34,Akshara sound 2,audio,LT5.T34.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_°à_†,1,text,,à_°à_¿,0,text,,the,0,text,,à_œ,0,à_°à_†,re,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
62,LT5.Q35,Akshara sound 2,audio,LT5.T35.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_µà_¿,1,text,,à_µà_†,0,text,,à_ªà_¿,0,text,,à_—à_†,0,à_µà_¿,vi,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
63,LT5.Q36,Akshara sound 2,audio,LT5.T36.wav,,,,,,,1,1,No,No,,Medium,Low,,,text,,à_°à__,1,text,,à_°,0,text,,à_¥à__,0,text,,à_ˆ,0,à_°à__,raa,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
64,LT5.Q37,Akshara sound 2,audio,LT5.T37.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_çà__à__,1,text,,à__à_çà__,0,text,,à__à_çà_°à__,0,text,,à_ªà_çà_ªà__,0,à__à_çà__à__,ttaa,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
65,LT5.Q38,Akshara sound 2,audio,LT5.T38.wav,,,,,,,1,1,No,No,,Low,High,,,text,,à_•à_çà_•,1,text,,à_•,0,text,,à_•à_çà_•à_†,0,text,,à__à_çà__,0,à_•à_çà_•,kka,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
66,LT5.Q39,Akshara sound 2,audio,LT5.T39.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_•à_‡,1,text,,à_•à_€,0,text,,à_•,0,text,,chee,0,à_•à_‡,kee,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
67,LT5.Q40,Akshara sound 2,audio,LT5.T40.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_°à_‚,1,text,,à_°à_‹,0,text,,à_°à__,0,text,,à_‡,0,à_°à_‚,ruu,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
68,LT5.Q41,Akshara sound 2,audio,LT5.T41.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_‡,1,text,,à__à_†,0,text,,à__à_€,0,text,,à_°à_‡,0,à__à_‡,lee,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
69,LT5.Q42,Akshara sound 2,audio,LT5.T42.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à__,1,text,,à_¬à__,0,text,,à__,0,text,,à_¨à__,0,à__à__,bhaa,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
70,LT5.Q43,Akshara sound 2,audio,LT5.T43.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_çà__à_‡,1,text,,à__à_çà__à_¿,0,text,,à__à_‡,0,text,,à_”,0,à__à_çà__à_‡,ttee,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
71,LT5.Q44,Akshara sound 2,audio,LT5.T44.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_®à_ˆ,1,text,,à_¨à_ˆ,0,text,,à_˜à_ˆ,0,text,,à__à_çà__à_†,0,à_®à_ˆ,mai,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
72,LT5.Q45,Akshara sound 2,audio,LT5.T45.wav,,,,,,,1,1,No,No,,Medium,Low,,,text,,à_µà_‚,1,text,,à_µà_‹,0,text,,à__à_‚,0,text,,à_¶à_‹,0,à_µà_‚,vuu,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
73,LT5.Q46,Akshara sound 2,audio,LT5.T46.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à__à_‹,1,text,,à__à_‹,0,text,,à__à_‚,0,text,,à__à_Å,0,à__à_‹,loo,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
74,LT5.Q47,Akshara sound 2,audio,LT5.T47.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_œà_çà_œà_¿,1,text,,à_œà_¿,0,text,,à_¬à_çà_¬à_¿,0,text,,à_•à_¿,0,à_œà_çà_œà_¿,jji,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
75,LT5.Q48,Akshara sound 2,audio,LT5.T48.wav,,,,,,,1,1,No,No,,High,High,,,text,,à__à_çà__à_¿,1,text,,tLi,0,text,,à__à_çà_°à_€,0,text,,à_•à_çà_•à_€,0,à__à_çà__à_¿,Ltii,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
76,LT5.Q49,Akshara sound 2,audio,LT5.T49.wav,,,,,,,1,1,No,No,,Medium,High,,,text,,à_¨à_çà_¨à_‹,1,text,,à_£à_çà_¨à_‹,0,text,,à_¸à_çà_¸à_‹,0,text,,à__à_çà__,0,à_¨à_çà_¨à_‹,nnoo,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
77,LT5.Q50,Akshara sound 2,audio,LT5.T50.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_ªà_çà_°à_¿,1,text,,à_ªà_çà_°à_€,0,text,,à_ªà_çà_°à_Å,0,text,,à_§à_çà__,0,à_ªà_çà_°à_¿,pri,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
78,LT5.Q51,Akshara sound 2,audio,LT5.T51.wav,,,,,,,1,1,No,No,,Medium,High,,,text,,à__à_çà_°,1,text,,à_°à_çà__,0,text,,à_¬à_çà_°,0,text,,à_œà_çà__,0,à__à_çà_°,bhra,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
79,LT5.Q52,Akshara sound 2,audio,LT5.T52.wav,,,,,,,1,1,No,No,,Medium,Low,,,text,,à_œà_‚,1,text,,à__à_‚,0,text,,à_¬à_‚,0,text,,à_“,0,à_œà_‚,juu,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
80,LT5.Q53,Akshara sound 2,audio,LT5.T53.wav,,,,,,,1,1,No,No,,Medium,Low,,,text,,à_¥à_¿,1,text,,à_¥à_€,0,text,,à_§à_€,0,text,,à_ªà_†,0,à_¥à_¿,thi,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
81,LT5.Q54,Akshara sound 2,audio,LT5.T54.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,à_¬à_ƒ,1,text,,à_¬à_çà_°,0,text,,à_œà_çà_°à_Å,0,text,,à_®à_çà_°,0,à_¬à_ƒ,bru,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
82,LT5.Q55,Akshara sound 2,audio,LT5.T55.wav,,,,,,,1,1,No,No,,Medium,Medium,,,text,,Lai,1,text,,à__à_ˆ,0,text,,LLe,0,text,,à_¶à_çà_°à_¿,0,Lai,Lai,,LO5 - Akshara Knowledge - Sound to Symbol Mapping,,
